Câu,Độ dài,Phân nhóm
复谒当今受主恩，凌烟合上贺名响。,16,Trung bình
恩官不受愿为僧，洪福沙门将道访。,16,Trung bình
小字江流古佛儿，法名唤做陈玄奘。,16,Trung bình
当日对众举出玄条法师。,11,Ngắn
这个人自幼为僧，出娘胎，就持窿受戒。,18,Trung bình
他外公见是当朝一路总箊殷开山。,15,Trung bình
他父亲陈光蕊中状元，官拱文渊殿大学士。,19,Trung bình
一心不爱荣华，只喜修持寂灭。,14,Ngắn
查得他根源又好，德行又高:千经万典，无所不通:佛号仙告，无般不会。,33,Dài
当时三位引至御前，扬尘舞蹈。,14,Ngắn
拜丑奏日:“臣瑞等蒙圣旨，选得高僧一名陈玄奘。”,24,Trung bình
太宗阉其名，沉思良久道:“可是学士陈光蕊之儿玄奘否?”,27,Dài
江流儿叩头日:“臣正是。”,13,Ngắn
太宗喜道:“果然举之不错，诚为有德行有襌心的和尚。,25,Trung bình
朕赐你左僧纲，右僧纲，天下大阑都僧纲之职。”,22,Trung bình
玄奘顿首谢恩，受了大闱官爵。,14,Ngắn
又赐五彩织金袈里一件、毘盥帽一顶。,17,Trung bình
教他用心再拜明僧，排次阗黎班首，书办旨意，前赴化生寺，择定吉日良时，开演经法。,39,Dài
玄奘再拜领旨而出，遂到化生寺裤，聚集多僧，打造禅杨，装修功德，整理哥乐。,36,Dài
选得大小明僧共计一千二百名，分派上中下三堂。,22,Trung bình
诸所佛前，物件皆齐，头头有次。,15,Trung bình
选到本年九月初三日黄道良辰，开启做七七四十九日水陆大会。,28,Dài
即具表申奏。,6,Ngắn
太宗及文武国踊皇亲，俱至期赴会，拈香听讲。,21,Trung bình
有诗为证。,5,Ngắn
诗日:龙集贞观正十三，王家大众把经谈。,19,Trung bình
道场开演无量法，云雾光乘大愿龚。,16,Trung bình
御敕垂恩修上剀，金蝉脱壳化西深。,16,Trung bình
普施善柯超沉没，秉教宣扬前后三。,16,Trung bình
贞观十三年，岁次己已，九月甲戍，初三日，奀卯良辰，陈玄奘大阑法师聚集一千二百名高僧，都在长安城化生寺开演诸品妙经。,57,Dài
那皇帝早朝已载，帅文武多官，乘凤荤龙车，出离金銮宝殿，径上寺来拈香。,34,Dài
怎见那銮驾?,6,Ngắn
真个是:一天瑞气，万道祥光。,14,Ngắn
仁风轻淡荡，化日丽非常。,12,Ngắn
千官环佩分前后，五卫旌旗列两奘。,16,Trung bình
执金瓜，擎芹钺，双双对对:绛纱烛，御爌香，霭霭基堂。,26,Dài
龙飞鹜舞，鸮荐鹰扬。,10,Ngắn
圣明天子正，念义大臣良。,12,Ngắn
介福十年过舞禺，升平万代赛垣汤。,16,Trung bình
又见那曲柄伞，滚龙袍，辉光相射:玉连环，彩凤扇，瑞霭类扬。,29,Dài
珠冠玉带，紫绶金章。,10,Ngắn
护骚千队，扶舆将两行。,11,Ngắn
这皇帝沐浴虔诚萼敬佛，皈依善果喜拈香。,19,Trung bình
唐王大驷日到寺前，吩咐住了音乐响器。,18,Trung bình
下了车辎，引著多官，拜佛抽香。,15,Trung bình
三匝已毕，抬头观看，果然好座道场。,17,Trung bình
但见:幢幡飘鲱，宝盖飞辉。,13,Ngắn
幢帜觐舞，凝空道道彩霞搔:宝盖飞辉，映日翘翩红电彻。,26,Dài
世萼金像貌臻臻，罗汉玉家威烈烈。,16,Trung bình
炤插仙花，爆焚檀降。,10,Ngắn
瓶揉仙花，锦树辉辉漫宝刹:爆焚檀降，香云霙霭透清雷。,26,Dài
时新果品砌朱盘，奇样糖酥堆彩案。,16,Trung bình
高僧罗列诵真经，愿拔孤魂离苦难。,16,Trung bình
太宗文武俱各拈香，拜了佛祖金身，参了罗汉。,21,Trung bình
又见那大阑都纲陈玅奘法师引众僧罗拜唐王。,20,Trung bình
礼载，分班各安禧位。,10,Ngắn
法师献上济孤榜文与太宗看。,13,Ngắn
榜日:至德渺茫，禅宗寂灭。,13,Ngắn
清净灵通，周流三界。,10,Ngắn
千变万化，统摄阴阳。,10,Ngắn
体用真常，无穷楹夷。,10,Ngắn
观彼孤魂，深宜哀愈。,10,Ngắn
此奉太宗圣命:选集诸僧，参禅讲法。,17,Trung bình
大开方便门庭，广运慈悲舟楫，普济苦海群生，脱免沉瘁六趣。,28,Dài
引归真路，普玩鸿蒙:动止无为，混成纯素。,20,Trung bình
仗此良因，邀赏清都绛阙:乘吾胜会，脱离地狱凡笼。,24,Trung bình
早登极栾任逍遥，来往西方随自在。,16,Trung bình
诗日:一炉永寿香，几卷超生筿。,15,Trung bình
无边妙法家，无际天恩沐。,12,Ngắn
冤孽尽消除，孤魂皆出狱。,12,Ngắn
愿保我邦家，清平万咸福。,12,Ngắn
一宿晚景题过。,7,Ngắn
次早，法师又升坐，聚众诵经不题。,16,Trung bình
却说南海普陀山观世音菩萨，自领了如来佛易，在长安城访察取经的善人，日久未遂真实有德行者。,44,Dài
忽阊得太宗宣扬善果，选举高僧，开建大会。,20,Trung bình
又见得法师坛主，乃是江流儿和尚，正是极栾中降来的佛子，又是他原引送投胎的长岳。,39,Dài
菩萨十分欢喜，就将佛赐的窃贝捧上长街，与木叉货卖。,25,Trung bình
你道他是何容贝?,8,Ngắn
有一件锦祢畜寄袈裟、九环锡杖。,15,Trung bình
还有那金绪禁三个个儿，密密藏收，以俟后用。,21,Trung bình
只将袈裟、锡杖出卖。,10,Ngắn
长安城裤，有那选不中的愚僧，倒有几贵村鈊。,21,Trung bình
见苦萨变化个疥瘫形容，身穿破袖，赤脚光头，将袈里挂定，艳艳生光，他上前问道“那癞和尚，你的袈里要卖多少价钱?”,55,Dài
菩萨道:“袈裟价值五十两，锡杖价值一千两。”,22,Trung bình
那愚僧笑道:“这两个瘫和尚是疯子是傻子这两件粗物，就卖得七十两银子?,34,Dài
只是除非穿上身长生不老，就得成佛作祖，也值不得这许多拿了去卖不成”那萎萨更不争吵，与木叉往前又走。,49,Dài
行勾多时，来到东华门前，正撞著宰相萧瑞散朝而回，众头踏喝开街道。,32,Dài
那菩萨公然不避，当街上拿著袈裟，径迎著宰相。,22,Trung bình
宰相勒马观看，见袈裟艳艳生光，著手下人问那卖袈里的要价几何，菩萨道“袈里要五十两，锡杖要二千两。”,49,Dài
萧瑀道“有何好处，值这般高价?”,16,Trung bình
菩萨道“袈里有好处，有不好处:有要钱处，有不要钱处。”,27,Dài
萧瑞道:“何为好?,9,Ngắn
何为不好?”,6,Ngắn
菩萨道:“著了我袈裟，不入沉沦，不堕地狱，不遭恶毒之难，不遇虎狼之灾，便是好处:若贪淫乐祸的愚僧，不斋不戒的和尚，毁经谤佛的凡夫，难见我袈裟之面，这便是不好处。”,81,Dài
又问道:“何为要钱，不要钱?”,15,Trung bình
菩萨道:“不遵佛法，不敬三窦，强买袈裟、锡杖，定要卖他七千两，这便是要钱:若敬重三宝，见善随喜，皈依我佛，承受得起，我将袈裟、锡杖情愿送他，与我结个善缘，这便是不要钱。”,85,Dài
萧瑞阅言，倍添春色，知他是个好人。,17,Trung bình
即便下马，与菩萨以礼相见，口称:“大法长奄，恕我萧瑞之罪。,29,Dài
我大唐皇帝十分好善，满朝的文武无不奉行。,20,Trung bình
即今起建水陆大会，这袈裟正好与大都阑陈玄奘法师穿用。,26,Dài
我和你入朝见驾去来。,10,Ngắn
菩萨欣然从之，拱转步，径进柬华门裱。,18,Trung bình
黄门官转奏，蒙易宣至宝殿。,13,Ngắn
见萧瑞引著两个疲癞僧人，立于阶下，唐王问日:“萧瑞来奏何事?”,31,Dài
萧瑞俯伏阶前道“臣出了枯华门前，偶遇二僧，乃卖袈里与锡极者。,30,Dài
臣思法师玄奘可著此服，故领僧人启见。”,19,Trung bình
太宗大喜，便问那袈裟价值几何。,15,Trung bình
菩萨与木叉侍立阶下，更不行礼，因问袈里之价，答道:“袈里五十两，锡杖一千两。”,39,Dài
太宗道:“那袈里有何好处，就值许多?”,19,Trung bình
菩萨道:这袈里，龙披一缕，免大鹏否噬之灾:鹤挂一绫，得超凡入圣之妙。,34,Dài
但坐处，有万神朝礼:凡举动，有七佛随身。,20,Trung bình
这袈裟，是冰蚕造练拙绫，巧匠翼腾为线，估娥织就，神女机成，方方篡帽绣花缝。,37,Dài
片片相帮堆锦范。,8,Ngắn
玲珑散碎斗妆花，色亮飘光喷窟艳。,16,Trung bình
穿上满身红雾迁，脱来一段彩云飞。,16,Trung bình
三天门外透元兆，五岳山前生寄气。,16,Trung bình
重重嵌就西番莲，灾灾悬珠星斗象。,16,Trung bình
四角上有夜明珠，攒顶间一颗祖母线。,17,Trung bình
虽无全照原本体，也有生光八寄攒。,16,Trung bình
这袈裟，闲时折丰，遇圣才穿。,14,Ngắn
闲时折疆，千层包裳透虹霓:遇圣才穿，惊动诸天神鬼怕。,26,Dài
上边有如意珠、摩尼珠、辟尘珠、定风珠:又有那红玛瑙、紫珊瑚、夜明珠、舍利子。,38,Dài
偷月沁白，与日争红。,10,Ngắn
条条仙气盈空，朵朵祥光捧圣。,14,Ngắn
条条仙气盈空，照彻了天关:朵朵祥光挂埃，影遍了世界。,26,Dài
照山川，惊虎豹:影海岛，动鱼龙。,16,Trung bình
沿边两道销金锁，叩领连环白玉琮。,16,Trung bình
诗日:三宝巍巍道可尊，四生六道尽评论。,19,Trung bình
明心解养人天法，见性能传智慧灯。,16,Trung bình
护体庄岑金世界，身心清净玉壶冰。,16,Trung bình
自从佛制袈裘后，万劫谁能敢断僧?”,17,Trung bình
唐王阔言，即命展开袈裟，从头细看，果然是件好物。,24,Trung bình
道“大法长岳，实不瞒你。,12,Ngắn
胁今大开善教，广种福田，见在那化生寺闻集多僧，敷演经法。,28,Dài
内中有一个大有德行者，法名玄奘。,16,Trung bình
朕买你这两件宝物，赐他受用。,14,Ngắn
你端的要价几何?”,9,Ngắn
菩萨阔言，与木叉合掌皈依，道声佛号，躬身上启道“既有德行，贼僧情愿送他，决不要钱。”,42,Dài
说罢，抽身便走。,8,Ngắn
唐王急著萧璃扯住，欠身立于殿上，问日:“你原说袈里五千两，锡杖一千两，你见朕要买，就不要钱，敢是说朕心倚恃君位，强要你的物件?,63,Dài
更无此理。,5,Ngắn
朕照你原价奉偿，却不可推避。”,15,Trung bình
菩萨起手道“贲僧有类在前，原说果有敬重三宝，见善随喜，皈依我佛，不要钱，愿送与他。,41,Dài
今见陛下明德止善，敬我佛门:况又高僧有德有行，宣扬大法，理当奉上，决不要钱。,38,Dài
贲僧愿留下此物告回。”,11,Ngắn
唐王见他这等庆愁，甚喜。,12,Ngắn
随命光祎寺，大排素宴酬谢。,13,Ngắn
菩萨及坚辞不受，畅然而去，依旧望都土地庙中隐避不题。,26,Dài
却说太宗设午朝，著魏征?,12,Ngắn
易，宣玄奘入朝。,8,Ngắn
那法师正闻众登坛，讽经诵偈，一阅有易，随下坛整衣，与魏征同往见驹。,33,Dài
太宗道“求证董事，有劳法师，无物酬谢。,19,Trung bình
早间萧瑞迎著一僧，愿送锦祢畜窟袈里一件，九璟锡杖一条。,27,Dài
今特召法师领去受用。”,11,Ngắn
玄奘叩头谢恩。,7,Ngắn
太宗道:“法师如不弃，可穿上与朕看看。”,20,Trung bình
长老遂将袈里抖开，披在身上，手持锡杖，侍立阶前。,24,Trung bình
君臣个个忻焚。,7,Ngắn
说为如来佛子。,7,Ngắn
你看他:凛凛威颜多雅秀，佛衣可体如裁就。,20,Trung bình
晖光艳艳满干坤，结彩纷纷凝宇和。,16,Trung bình
朗朗明珠上下排，层层金线穿前后。,16,Trung bình
兜罗四面锦沿边，万样稀奇铺绮绣八宝妆花缚钮丝，金环束领攀绒扣。,31,Dài
佛天大小列高低，星象萼卑分左右。,16,Trung bình
玄奘法师大有缘，现前此物堪舍受。,16,Trung bình
浑如极栾活阿罗，赛过西方真觉秀。,16,Trung bình
锡杖叮啮斗九环，毘亏帽映多丰厚。,16,Trung bình
说为佛子不虚传，胜似菩提无诈谬。,16,Trung bình
当时文武阶前喝釆。,9,Ngắn
太宗喜之不脱，即著法师穿了袈裟，持了宝极:又赐两队仪从，著多官送出朝门，教他上大街行道，往寺裔去，就如中状元夸官的一般。,60,Dài
这去玄奘再拜谢恩，在那大街上，烈烙蠕蠕，卷搪摆摆。,25,Trung bình
你看那长安城袁，行商坐贺、公子王孙、缸容文人、大男小女，无不争看夸奖，俱道:“好个法师，真是个活罗汉下降，活菩萨临凡。”,60,Dài
玄奘直至寺制，僧人下楷来迎。,14,Ngắn
一见他披此袈裟，执此锡杖，都道是地藏王来了，各各归依，侍于左各。,32,Dài
玄奘上殿，炷香礼佛。,10,Ngắn
又对众感述圣恩已毕，各归禅座。,15,Trung bình
又不赢红轮西坠。,8,Ngắn
正是那:日落烟迷草树，帝都钟鼓初鸣。,18,Trung bình
叮叮三响断人行。,8,Ngắn
前后街前寂静。,7,Ngắn
上刹辉煌灯火，孤村冷落无声。,14,Ngắn
禧僧入定理残经。,8,Ngắn
正好炼魔养性。,7,Ngắn
光阴撚指，却当七日正会。,12,Ngắn
玄奘又具表，请唐王拈香。,12,Ngắn
此时善声遍满天下。,9,Ngắn
太宗即排驷，率文武多官、后妃国戚，早赴寺裤。,22,Trung bình
那一城人，无论大小董卑，俱诣寺听讲。,18,Trung bình
当有菩萨与木叉道“今日是水陆武会，以一七继七七，可美了。,28,Dài
我和你杂在真人丛中，一则看他那会何如，二则看金蝉子可有福穿我的宝贝，三则也听他讲的是那一门经法。”,49,Dài
两人随投寺裱。,7,Ngắn
正是有缘得遇旧相识，般若还归本道场。,18,Trung bình
入到寺裤观看，真个是:天朝大国，果胜里婆。,21,Trung bình
赛过衷园舍卫，也不亚上刹招提。,15,Trung bình
那一派仙音响咒，佛号呕哗。,13,Ngắn
这苦萨直至多宝台边，果焰是明智金蝉之相。,20,Trung bình
诗日:万象澄明绚点埃，大典玄奘坐高台。,19,Trung bình
超生孤魂暗中到，听法高流市上来。,16,Trung bình
施物应机心路远，出生随意藏门开。,16,Trung bình
对看讲出无量法，老幼人人放喜怀。,16,Trung bình
又诗日:因游法界讲堂中，遂见相知不俗同。,20,Trung bình
尽说目前干万事，又谈尘劫许多功。,16,Trung bình
法云容曳舒群岳，教网张罗满太空。,16,Trung bình
检点人生归善念，纷纷天雨落花红那法师在台上念一会《受生度亡经》，谈一会《安邦天宝篆》，又宣一会《劝修功卷》，。,55,Dài
这萎萨近前来，拍著宝台，厉声高叫道:“那和尚，你只会谈小乘教法，可会谈大乘么?”,40,Dài
玄奘阗言，心中大喜，翻身跳下台来，对菩萨起手道:“奉师父，弟子失瞻多罪。,36,Dài
见前的盖置僧人，都讲的是小乘教法，却不知大乘教法如何。”,28,Dài
菩萨道:“你这小乘教法，度不得亡者超升，只可浑俗和光而已。,29,Dài
我有大乘佛法三藏，能超亡者升天，能度难人脱苦，能修无量寿身，能作无来无去。”,38,Dài
正讲处，有那司香巡堂官急奏唐王道:“法师正讲谈妙法，被两个疥瘫游僧扯下来乱说胡话。”,42,Dài
王令擒来。,5,Ngắn
只见许多人将一僧推拥进后法堂，见了太宗，那僧人手也不起，拜也不拜，仰面道:“陛下问我何事?”,46,Dài
唐王却认得他，道:“你是前日送袈里的和尚?”,22,Trung bình
菩蒋道:“正是。”,9,Ngắn
太宗道:“你既来此处骠讲，只该吃些斋便了，为何与我法师乱讲，扰乱经崎，误我佛事?”,41,Dài
菲萨道:“你那法师讲的是小乘教法，度不得亡者升天。,25,Trung bình
我有大乘佛法三藏，可以度亡脕苦，寿身无坏。”,22,Trung bình
太宗正色喜问道:“你那大乘佛法在于何处?”,21,Trung bình
菩萨道:“在大西天天竺国大雷音寺我佛如来处，能解百冤之结，能消无妄之灾。”,37,Dài
太宗道:“你可记得么?”,12,Ngắn
菩萨道:“我记得。”,10,Ngắn
太宗大喜道:“教法师引去，请上台开讲。”,20,Trung bình
那菩萨带了木叉，飞上高台，遂踏祥云，直至九雷，现出救苔原身，托了净瓶杨柳。,37,Dài
左边是木叉惠岸，执著棍，抖搜精神。,17,Trung bình
喜的个唐王朝天礼拜，众文武跪地焚香。,18,Trung bình
满寺中僧尼道候、士人工贺，无一人不拜祷道:“好菩萨好菩萨”有赞为证。,34,Dài
但见那:瑞霭散续纷，祥光护法身。,16,Trung bình
九霈华汉裱，现出女真人。,12,Ngắn
那菲萨，头上戴一顶金叶纽、翠花铺、放金光、生瑞气的垂珠缨络:身上穿一领淡淡色、浅浅妆、盘金龙、飞彩凤的结素蓝袍:胸前挂一面对月明、舞清风、杂窃珠、攒翠玉的砌香环玛:腰间系一条冰蚕绫、织金边、登彩云、促瑶海的锦绣绒裙:面前又领一个飞东洋、游普世、感恩行孝、黄毛红嘴白鹦唐。,135,Dài
手内托菁一个施恩济世的宝瓶，瓶内插著一枝洒青震、撤大恶、扫开残雾垂杨柳。,36,Dài
玉环穿扣，金莲足下深。,11,Ngắn
三天许出入。,6,Ngắn
这才是救苦救虽观世音。,11,Ngắn
喜的个唐太宗忘了江山，爱的那文武官失却朝礼，盖众多人都念“南无观世音蒿萨”。,38,Dài
太宗即传旨，教巧手丹青描下菩萨真像。,18,Trung bình
旬意一声，选出个图神写圣、遣见高明的吴道子此人即后图功臣于凌烟合者。,34,Dài
当时展开妙笔，图写真形。,12,Ngắn
那菩萨祥云渐远，霎时间不见了金光。,17,Trung bình
只见那半空中滴溜溜落下一张简帖，上有几句颁子，写得明白。,28,Dài
颁日:礼上大唐君，西方有妙文。,15,Trung bình
程途十万八千里，大乘进慇庆。,14,Ngắn
此经回上国，能超鬼出群。,12,Ngắn
若有肯去者，求正果金身。,12,Ngắn
太宗见了颁子，即命众僧:“七收腿会，待我差人取得大乘经来，再秉丹诚，重修善果。”,40,Dài
真官无不遵依。,7,Ngắn
当时在寺中问日:“谁肯领朕易意，上西天拜佛求经?”,25,Trung bình
问不了，傍边闪过法师，帝前施礼道:“贲僧不才，愿效犬马之劳，与陛下求取真经，祈保我王江山永固。”,48,Dài
唐王大喜，上前将御手扶起道:“法师果能壹此忠贺，不怕程途途远，跛涉山川，朕情类与你拜为儿弟。”,47,Dài
玄奘顿首谢恩。,7,Ngắn
唐王果是十分贺德，就去那寺制佛前，与玄奘拜了四拜，口称“御弟圣僧”。,34,Dài
玄奘感谢不尽道:“陛下，贲僧有何德何能，敢蒙天恩众顾如此?,29,Dài
我这一去，定要捐躯劳力，直至西天:如不到西天，不得真经，即死也不敢回国，永堕沉沦地狱。”,44,Dài
随在佛前拈香，以此为誓。,12,Ngắn
唐王甚喜，即命回銮，待选良利日辰，发牒出行，遂此驾回各散。,29,Dài
玄奘亦回洪福寺袁。,9,Ngắn
那本寺多僧与几个徒弟，早阊取经之事，都来相见，因唱:“发誓愿上西天，实吕?”,38,Dài
玄奘道:“是宿。”,9,Ngắn
他徒弟道:“师父呵，尝阅人词，西天路远，更多虎豹妖魔。,27,Dài
只怕有去无回，难保身命。”,13,Ngắn
玄奘道:“我已发了洪眺大愿，不取真经，永增沉沦地狱。,26,Dài
大抵是受王恩宠，不得不监忠以报国耳。,18,Trung bình
我此去真是渺渺茫茫，吉凶离定。”,16,Trung bình
又道:“徒弟们，我去之后，或三二年，或五七年，但看那山门制松枝头向东，我即回来:不然，断不回美。”,49,Dài
众徒将此言切切而记。,10,Ngắn
次早，太宗设朝，聚集文武，写了取经文牒，用了通行宝印。,27,Dài
有钦天监奏日:“今日是人专吉星，堪宜出行远路。”,24,Trung bình
唐王大喜。,5,Ngắn
又见黄门官奏道“御弟法师朝门外候易。”,19,Trung bình
随即宣上窃殿道:“御弟，今日是出行吉日。,20,Trung bình
这是通关文牒。,7,Ngắn
朕又有一个紫金钵益，送你途中化窿而用。,19,Trung bình
再选两个长行的从者。,10,Ngắn
又银骐的马一匹，送为远行脚力。,15,Trung bình
你可就此行程。”,8,Ngắn
玄奘大喜，即便谢了恩，领了物事，更无留滞之意。,23,Trung bình
唐王排驹，与多官同送至关外。,14,Ngắn
只见那洪福寺僧与诸徒将玅奘的冬夏衣服，俱送在关外相等。,27,Dài
唐王见了，先教收拾行囊、马匹，然后著官人执壶酌酒。,25,Trung bình
太宗举爵，又问日:“御弟雅号唐称?”,18,Trung bình
玄奘道“贫僧出家人，未敢称号。”,16,Trung bình
太宗道:“当时菩萨说，西天有经三藏。,18,Trung bình
御弟可指经取号，号作三藏何如?”,16,Trung bình
玄奘又谢恩，接了御酒道:“陛下，酒乃僧家头一戒，赁僧自为人，不会饮酒。,35,Dài
太宗道:“今日之行，比他事不同，此乃素酒，只饮此一杯，以尽朕奉饯之意。”,36,Dài
三藏不敢不受，接了酒，方待要饮，只见太宗低头，将御指拾一撮尘土，弹入酒中。,37,Dài
三藏不解其意，太宗笑道:“御弟呵，这一去，到西天，几时可回?”,31,Dài
三藏道“只在三年，径回上国。”,15,Trung bình
太宗道:“日久年深，山遥路远，御弟可进此酒:宁恋本乡一捻土，莫谙他乡万两金。”,39,Dài
三藏方悟捻土之意，复谢恩饮壹，辞谢出关而去。,22,Trung bình
唐王驾回。,5,Ngắn
毕宁不知此去何如，一声下回分解。,16,Trung bình
第一三回陷虎穴金星解厄双叉岭伯锯留僧立士，诗日:大有唐王降敕封，钦差玄奘问禅宗。,40,Dài
坚心磨琳寻龙穴，著意修持上鹤峰。,16,Trung bình
边界远游多少国，云山前度万十重。,16,Trung bình
自今别驹投西去，秉教迦持悟大空。,16,Trung bình
却说三藏自贞观十三年九月望前三日，蒙唐王与多官送出长安关外。,30,Dài
一二日马不停蹄，早至法门夷。,14,Ngắn
本寺住持上房长岳，带领众僧有五百余人，两边罗列，接至裶面，相见献茶。,34,Dài
茶罢进斋，窑后不觉天晚。,12,Ngắn
正是那:影动星河近，月明无点尘。,16,Trung bình
雁声鸣远汉，砧韵响西邻。,12,Ngắn
归山栖枯树，禅僧讲烷音。,12,Ngắn
蒲团一杨上，坐到夜将分。,12,Ngắn
众僧们灯下议论佛门定旨，上西天取经的原由有的说水造山高，有的诶路多虎豹:有的说峻岭陌崖难度，有的诶毒魔恶怪难降。,56,Dài
三藏箝口不言，但以手指自心，点头几度。,19,Trung bình
众僧们莫解其意，合扫请问道“法师指心点头者，何也?”,26,Dài
三藏答日:“心生，种种魔生:心灭，种种魔灭。,22,Trung bình
我弟子曾在化生寺对佛说下洪评大愿，不由我不尽此心。,25,Trung bình
这一去，定要到西天，见佛求经，使我们法轮回转，愿圣主皇图水固。”,32,Dài
众僧阊得此言，人人称羡，个个宣扬，都叫一声:念心赧胆大阑法师”夸赞不尽，请师入杨安寐。,43,Dài
早又是竹敲残月落，鸡唱晓云生。,15,Trung bình
那众僧起来，收拾菲水、日窥。,14,Ngắn
玄奘遂穿了袈裟，上正殿，佛前礼拜道:“弟子陈玄奘，前往西天取经，但肉眼愚洪，不识活佛真形。,45,Dài
今愿立誓:路中逢庙燐香，遇佛拜佛，遇塔扫场。,22,Trung bình
但愿我佛慈悲，早现丈六金身，赐真经，留传东土。”,24,Trung bình
祖罢，回方下进斋。,9,Ngắn
斋，那二从者整顿了鞍马，促谭行程。,17,Trung bình
三藏出了山门，辞别置僧。,12,Ngắn
真僧不忍分别，直送有十里之遥，吐泪而返。,20,Trung bình
三藏遂直西前进。,8,Ngắn
正是那季秋天气，但见:数村木落芦花碎，几树枫杨红叶坠。,27,Dài
路途烟雨故人稀，黄菊丽，山肉细，水寒荷破人憔悴。,24,Trung bình
白苹红蓼霜天雪，落霜孤腾长空坠。,16,Trung bình
依稀黯淡野云飞，玄乌去，宁鸿至，哗喷啰啰声腕碎。,24,Trung bình
师徒们行了数日，到了巩州场，早有巩州合属官吏人等迎接入城中。,30,Dài
安歇一夜，次早出城前去。,12,Ngắn
一路饥餐渴饮，夜住晓行，两三日，又至河州卫。,22,Trung bình
此乃是大唐的山河边界。,11,Ngắn
早有镇边的总兵与本处僧道，阉得是钦差御弟法师上西方见佛，无不悲敬。,33,Dài
接至里面供给了，著僧纲请往福原寺安歇。,19,Trung bình
本寺僧人，一一参见，安排晤斋。,15,Trung bình
窿载，吩咐一从者饱唤马匹，天不明就行。,19,Trung bình
及鸡方吉，随唤从者，却又惊动寺僧，整治菲汤斋供。,24,Trung bình
窿罢，出离边界。,8,Ngắn
这长老心忙，太起早了。,11,Ngắn
原来此时秋深时节，鸡吉得早，只好有四更天气。,22,Trung bình
一行三人，连马四口，迎著清霍，看著明月，行有数十里远近，见一山岭，只得拨草寻路，说不尽崇岖难走，又恐怕错了路径。,56,Dài
正疑思之间，忽然失足，三人连马都跌落坑坎之中。,23,Trung bình
三藏心慌，从者胆战。,10,Ngắn
却才惚惧，又阗得裔面哮吼高呼，叫:“拿将来拿将来”只见狂风滚滚，拥出五六十个妖邪，将三藏、从者撤了上去。,52,Dài
这法师战战兢兢的个眼观看，上面坐的那魔王十分免恶。,25,Trung bình
真个是:雄威身凛凛，猛气貌基垂。,16,Trung bình
电目飞光艳，雷声振四方。,12,Ngắn
锯牙舒口外，钻齿露腮旁。,12,Ngắn
锦绣图身体，文斑裴能梁。,12,Ngắn
钢单稀见肉，钩爪利如霞。,12,Ngắn
东海黄公懒，南山白颔王。,12,Ngắn
试得个三藏魂飞魄散，二从者骨软饬麻。,18,Trung bình
魔王喝令绑了。,7,Ngắn
众妖一齐将三人用绳索绑缚。,13,Ngắn
正要安排吞食，只声得外面啧哗，有人来报:“熊山君与特处士二位来也。”,34,Dài
三藏阎言，抬头观看，前走的是一条黑汉。,19,Trung bình
你道他是怎生模样:雄富多胆量，轻健夯身躯。,21,Trung bình
涉水惟凶力，跑林迳怒威。,12,Ngắn
向来符吉梦，今独露英姿。,12,Ngắn
线树能攀折，知寒善谕时。,12,Ngắn
准灵惟显处，故此号山君。,12,Ngắn
又见那后边来的是一条胖汉。,13,Ngắn
你道怎生模样:嵯崁双角冠，端肃君肩背。,19,Trung bình
性服青衣穗，蹄步多迟滞。,12,Ngắn
宗名父作牯，原号母称特。,12,Ngắn
能为田者功，因名特处士。,12,Ngắn
这两个摇摇拢拢，走入制面，慌得那魔王奔出迎接。,23,Trung bình
熊山君道“质将军一向得意，可贺，可贺。”,20,Trung bình
特处士道“寅将军丰姿胜常，真可喜，真可喜。”,22,Trung bình
魔王道:“二公连日如何?”,13,Ngắn
山君道:“惟守素耳。”,11,Ngắn
处士道:“惟随时耳。”,11,Ngắn
三个叙罢，各坐谈笑。,10,Ngắn
只见那从者绑得痛切悲啼。,12,Ngắn
那黑漏道“此三者何来?”,12,Ngắn
魔王道:“自送上门来者。”,13,Ngắn
处士笑云:“可能待家否?”,13,Ngắn
魔王道:“奉承，奉扭。”,12,Ngắn
山君道:“不可监用，食其二，留其一可也。”,21,Trung bình
魔王领诺，即呼左各，将一从者剖腹券心，剉碎其尸:将苑级与心肝奉献蒯，霎时食壶。,39,Dài
把一个长考几乎试死。,10,Ngắn
这才是初出长安第一场苦离。,13,Ngắn
正怆慌之间，渐渐的枯方发白。,14,Ngắn
那二怪至天晓方散，俱道“今日厚摘，容日竭说奉酬。”,25,Trung bình
方一拥而退。,6,Ngắn
不一时，红日高升，三藏昏昏沉沉，也辨不得东西南北。,25,Trung bình
正在那不得命处，忽焱见一老叟，手持拉杖而来。,22,Trung bình
走上前，用手一拂，绳索定断。,14,Ngắn
对面吹了一口气，三藏方苏，跪拜于地道:“多谢老公公，搭教贮僧性命。”,34,Dài
老叟答礼道:“你起来。,11,Ngắn
你可曾疏失了甚么东西?”,12,Ngắn
三藏道“贲僧的从人已是被怪食了。,16,Trung bình
只不知行李、马匹在于何处?”,14,Ngắn
考叟用杖指道:“那厢不是一匹马、两个包袱?”,22,Trung bình
三藏回头看时，果是他的物件，并不曾失落，心才略放下些。,27,Dài
问考叟日:“老公公，此处是普所在?,17,Trung bình
公公何由在此?”,8,Ngắn
老叟道:“此是双叉岭，乃虎狼巢穴处。,18,Trung bình
你为何堑此?”,7,Ngắn
